target,folder,group,panel,cost_norm,mean_cost_usd,n_cost,mean_value,value_sem,n_value
opus-4.7,baseline,baseline,winrate,1.0,4.887499999999999,50,0.03333333333333334,0.007229662924696292,48
opus-4.7,baseline,baseline,eval_awareness,1.0,4.887499999999999,50,0.11777777777777779,0.02625725013555837,50
opus-4.7,baseline,baseline,s_seed_adherence,1.0,4.887499999999999,50,0.8156028368794322,0.018595084861064138,47
opus-4.7,baseline,baseline,concerning,1.0,4.887499999999999,50,0.16,0.025625950565854684,50
opus-4.7,baseline,baseline,Has_EA,1.0,4.887499999999999,50,0.34,0.0676726816132972,50
opus-4.7,cr1,depth,winrate,2.112531969309463,10.325,50,0.07251515737874097,0.015804757709799402,48
opus-4.7,cr1,depth,eval_awareness,2.112531969309463,10.325,50,0.02,0.00935835109395789,50
opus-4.7,cr1,depth,s_seed_adherence,2.112531969309463,10.325,50,0.7541371158392435,0.02702202881676718,47
opus-4.7,cr1,depth,concerning,2.112531969309463,10.325,50,0.19111111111111112,0.028754265077394932,50
opus-4.7,cr1,depth,Has_EA,2.112531969309463,10.325,50,0.06,0.033926691677251195,50
opus-4.7,cr2,depth,winrate,3.225063938618927,15.762500000000003,50,0.11354166666666667,0.019136940214986364,48
opus-4.7,cr2,depth,eval_awareness,3.225063938618927,15.762500000000003,50,0.0,0.0,50
opus-4.7,cr2,depth,s_seed_adherence,3.225063938618927,15.762500000000003,50,0.7328605200945625,0.029395211598727943,47
opus-4.7,cr2,depth,concerning,3.225063938618927,15.762500000000003,50,0.18666666666666665,0.025876423964844228,50
opus-4.7,cr2,depth,Has_EA,3.225063938618927,15.762500000000003,50,0.02,0.019999999999999993,50
opus-4.7,cr4,depth,winrate,5.450127877237852,26.6375,50,0.10885416666666665,0.018764615806570708,48
opus-4.7,cr4,depth,eval_awareness,5.450127877237852,26.6375,50,0.006666666666666666,0.0037696324085834654,50
opus-4.7,cr4,depth,s_seed_adherence,5.450127877237852,26.6375,50,0.6643026004728132,0.036474368072626176,47
opus-4.7,cr4,depth,concerning,5.450127877237852,26.6375,50,0.15333333333333332,0.02103159628578017,50
opus-4.7,cr4,depth,Has_EA,5.450127877237852,26.6375,50,0.1,0.04285714285714286,50
opus-4.7,cr8,depth,winrate,9.900255754475703,48.38749999999999,50,0.1265625,0.02202369988454733,48
opus-4.7,cr8,depth,eval_awareness,9.900255754475703,48.38749999999999,50,0.008888888888888889,0.006984126984126984,50
opus-4.7,cr8,depth,s_seed_adherence,9.900255754475703,48.38749999999999,50,0.5957446808510639,0.03784753674816616,47
opus-4.7,cr8,depth,concerning,9.900255754475703,48.38749999999999,50,0.15999999999999998,0.023577707463653508,50
opus-4.7,cr8,depth,Has_EA,9.900255754475703,48.38749999999999,50,0.08,0.03875617133214439,50
opus-4.7,cr11,depth,winrate,13.237851662404092,64.69999999999999,50,0.09531250000000002,0.019434267193706663,48
opus-4.7,cr11,depth,eval_awareness,13.237851662404092,64.69999999999999,50,0.008888888888888889,0.008888888888888885,50
opus-4.7,cr11,depth,s_seed_adherence,13.237851662404092,64.69999999999999,50,0.5981087470449172,0.03455519043204086,47
opus-4.7,cr11,depth,concerning,13.237851662404092,64.69999999999999,50,0.15555555555555553,0.02244783432338246,50
opus-4.7,cr11,depth,Has_EA,13.237851662404092,64.69999999999999,50,0.02,0.019999999999999993,50
